285,0,1656518428,1,5,22,285,1,1,False,1,51,active,,,[],5905.12,Broadway & E 14 St,classic,True,40.73454567,71,78,285,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6387-0aca-11e7-82f6-3863bb44ef7c,-73.99074142,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
289,0,1656516947,1,2,6,289,0,1,False,1,11,active,,,[],4336.01,Monroe St & Classon Ave,classic,True,40.6845683,71,19,289,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db63f4-0aca-11e7-82f6-3863bb44ef7c,-73.95881081,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
291,0,1656518129,1,0,17,291,1,1,False,1,3,active,,,[],5262.09,Madison St & Montgomery St,classic,True,40.713126,71,20,291,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db64d1-0aca-11e7-82f6-3863bb44ef7c,-73.984844,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
293,0,1656518518,1,4,8,293,2,1,False,1,78,active,,,[],5788.13,Lafayette St & E 8 St,classic,True,40.73020660529954,71,91,293,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db65aa-0aca-11e7-82f6-3863bb44ef7c,-73.99102628231049,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
294,0,1656518538,1,3,19,294,0,1,False,1,41,active,,,[],5755.09,Washington Square E,classic,True,40.73049393,71,64,294,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db67d2-0aca-11e7-82f6-3863bb44ef7c,-73.9957214,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
295,0,1656518176,1,0,1,295,0,1,False,1,23,active,,,[],5270.05,Pike St & E Broadway,classic,True,40.71406667,71,24,295,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6889-0aca-11e7-82f6-3863bb44ef7c,-73.99293911,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
297,0,1656517958,1,2,67,297,0,1,False,1,7,active,,,[],5863.07,E 15 St & 3 Ave,classic,True,40.734232,71,77,297,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6963-0aca-11e7-82f6-3863bb44ef7c,-73.986923,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
298,0,1656518220,1,2,1,298,1,1,False,1,32,active,,,[],4437.01,3 Ave & Schermerhorn St,classic,True,40.68683208,71,35,298,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db69d0-0aca-11e7-82f6-3863bb44ef7c,-73.9796772,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
301,0,1656517793,1,2,43,301,0,1,False,1,13,active,,,[],5515.02,E 2 St & Avenue B,classic,True,40.72217444,71,58,301,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6aae-0aca-11e7-82f6-3863bb44ef7c,-73.98368779,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
302,0,86400,1,0,0,302,0,1,False,1,0,active,,,[],5436.09,Avenue D & E 3 St,classic,True,40.72082834,71,0,302,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6cd4-0aca-11e7-82f6-3863bb44ef7c,-73.97793172,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
303,0,1656518506,1,2,1,303,3,1,False,1,63,active,,,[],5532.01,Mercer St & Spring St,classic,True,40.72362738,71,67,303,"{'ios': 'https://bkn.lft.to/lastmile_qr_scan', 'android': 'https://bkn.lft.to/lastmile_qr_scan'}",False,False,66db6d40-0aca-11e7-82f6-3863bb44ef7c,-73.99949601,"['KEY', 'CREDITCARD']",2022-06-29 12:02:37.432471
