,station_id,counts,name,lat,lon,station_type,capacity
324,4424,2,4 Ave & Shore Road Dr,40.637033,-74.022141,classic,20
325,4435,4,4 Ave & 17 St,40.665507,-73.993037,classic,23
326,4436,2,Park Cir & East Dr,40.651566,-73.972212,classic,29
327,4446,1,W 204 St & Nagle Ave,40.863211,-73.920827,classic,20
328,4449,1,Ocean Pkwy & Church Ave,40.644718957635746,-73.97451460361481,classic,25
329,4457,3,Broadway & Ellwood St,40.862058,-73.929719,classic,19
330,4476,3,St Marks Pl & 4 Ave,40.68177810928762,-73.97988975048065,classic,27
331,4480,5,Congress St & Hicks St,40.6893952,-73.9995126,classic,35
332,4489,2,45 St & 4 Ave,40.649145,-74.009486,classic,24
333,4514,6,President St & 4 Ave,40.676757,-73.983262,classic,31
334,4517,1,South Waterfront Walkway - Sinatra Dr & 1 St,40.73698221818716,-74.02778059244156,classic,30
335,4518,12,11 St & Washington St,40.74998490907138,-74.02715027332306,classic,24
336,4521,1,Madison St & 1 St,40.73879,-74.0393,classic,21
337,4522,1,Bloomfield St & 15 St,40.75453,-74.02658,classic,14
338,4524,1,Columbus Park - Clinton St & 9 St,40.74816121065146,-74.0324530005455,classic,26
339,4525,4,Grand St & 14 St,40.75409,-74.0316,classic,19
340,4531,1,Clinton St & 7 St,40.74542,-74.03332,classic,18
341,4535,2,9 St HBLR - Jackson St & 8 St,40.74790720968899,-74.03841152787209,classic,18
342,4536,2,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,classic,24
343,4537,4,14 St Ferry - 14 St & Shipyard Ln,40.752960630464955,-74.02435272932053,classic,32
344,4539,5,Willow Ave & 12 St,40.7518674823282,-74.03037697076797,classic,15
345,4542,5,Andrews Ave S & W 179 St,40.855156,-73.91278,classic,20
346,4546,1,Adams St & 11 St,40.750915534784994,-74.03354063630104,classic,18
347,4548,2,58 St & Pier 4,40.646475,-74.026081,classic,31
348,4550,3,Webster Ave & Ford St,40.85556,-73.89615,classic,23
349,4568,1,Botanical Sq & Webster Ave,40.86814,-73.88145,classic,32
350,4590,2,Bridge St & Water St,40.702969341552716,-73.98469090461731,classic,47
351,4591,14,Dock St & Front St,40.702709,-73.99253,classic,29
352,4593,1,Myrtle Ave & Fleet Pl,40.693534,-73.981909,classic,47
353,4594,7,Ashland Pl & Dekalb Ave,40.690065,-73.978776,classic,47
354,4596,6,Boerum Pl	& Pacific St,40.68848905639242,-73.99116039276123,classic,47
355,4598,1,Nassau St	& Duffield St,40.698477,-73.98384,classic,53
356,4602,1,Adams St & Prospect St,40.700763083261506,-73.98869812488556,classic,59
357,4619,1,Bergen Ave & Stegman St,40.70657545063453,-74.0867006778717,classic,19
358,4620,2,Congress St & Clinton St,40.68825516598005,-73.99545192718506,classic,44
359,4625,5,Bridge St & York St,40.70133448066992,-73.98471236228943,classic,54
360,4632,8,Water St & Main St,40.703212,-73.990409,classic,45
361,4640,2,Broadway & E 21 St,40.739888408589955,-73.98958593606949,classic,54
362,4648,10,Vesey St & Church St,40.71221958009051,-74.01047229766846,classic,48
363,4649,2,12 St & Sinatra Dr N,40.750604142368964,-74.02402013540268,classic,28
364,4653,1,Adams St & 2 St,40.73981372311843,-74.03690412640572,classic,15
365,4656,5,Clinton St & Newark St,40.73743,-74.03571,classic,14
366,4658,3,Flatbush Ave & Ocean Ave,40.663657,-73.963014,classic,41
367,4663,7,Nevins St & Schermerhorn St,40.68737247650719,-73.98176059126854,classic,28
368,4665,5,Lafayette Ave & Ft Greene Pl,40.68700231292619,-73.97664964199066,classic,36
369,4666,2,Coffey St & Ferris St,40.67818387977647,-74.0170168876648,classic,24
370,4671,8,Calyer St & Guernsey St,40.72755807335852,-73.95505852997303,classic,20
